question,answer,question_type,page
Metinde 'Baştan Sona Testleri' hangi üniteleri kapsıyor?,"Metinde geçen 'Baştan Sona Testleri' ifadesi hem 1 ve 2. üniteleri, hem de 1, 2 ve 3. üniteleri kapsayan tekrarları içermektedir.",Olgusal,4
'Ülkemin Güzellikleri Haritada' başlığı altında hangi konular işleniyor?,'Ülkemin Güzellikleri Haritada' başlığı altında yeryüzü şekilleri ve Türkiye'de görülen iklimler konuları işlenmektedir.,Olgusal,4
'Yeni Nesil Sorular' bölümü neyi amaçlıyor olabilir?,"'Yeni Nesil Sorular' bölümü, öğrencilerin daha karmaşık ve düşündürücü sorularla karşılaşarak problem çözme becerilerini geliştirmeyi amaçlıyor olabilir.",Kavramsal,4
'EBA Pekiştirme Testi' ne için kullanılıyor?,"'EBA Pekiştirme Testi', öğrencilerin Eğitim Bilişim Ağı (EBA) üzerinden öğrendikleri konuları pekiştirmeleri için kullanılıyor.",Nedensel,4
Ünite 3'ün ana teması nedir?,"Ünite 3'ün ana teması 'İNSANLAR, YERLER VE ÇEVRELER'dir.",Olgusal,4
'Dünya'nın Neresindeyim?' başlığı altında hangi coğrafi kavramlar ele alınıyor?,"'Dünya'nın Neresindeyim?' başlığı altında paralel ve meridyenler, Türkiye'nin coğrafi konumu, kıtalar ve okyanuslar gibi coğrafi kavramlar ele alınıyor.",Olgusal,4
'Ülkemin Zenginlikleri Haritada' bölümünde ne tür zenginliklerden bahsediliyor olabilir?,"'Ülkemin Zenginlikleri Haritada' bölümünde doğal kaynaklar, tarihi eserler veya kültürel değerler gibi zenginliklerden bahsediliyor olabilir.",Varsayımsal,4
Bu metinde yer alan test türleri nelerdir?,"Bu metinde yer alan test türleri şunlardır: EBA Pekiştirme Testi, Ünite Geliştirme Testi, Süper Test ve Baştan Sona Testleri.",Listeleme,4
'Çevremizde Kimler Yaşıyor?' bölümünün içeriği ne olabilir?,"'Çevremizde Kimler Yaşıyor?' bölümü, farklı kültürlerden insanlar, komşuluk ilişkileri veya demografik yapılar gibi konuları içerebilir.",Varsayımsal,4
4. Ünitenin başlığı nedir?,"4. Ünitenin başlığı Bilim, Teknoloji ve Toplum'dur.",Olgusal,5
5. Ünitede hangi konular ele alınmaktadır?,"5. Ünitede Üretim, Dağıtım ve Tüketim konuları ele alınmaktadır.",Olgusal,5
"""Hayalimdeki Gelecek"" bölümünde ne tür bir içerik beklenir?","""Hayalimdeki Gelecek"" bölümünde geleceğe dair vizyonların ve beklentilerin sunulduğu bir içerik beklenir.",Kavramsal,5
"""Emek Bir Hazinedir"" başlığı altında hangi konulara değinilmesi muhtemeldir?","""Emek Bir Hazinedir"" başlığı altında emeğin değeri, önemi ve toplumdaki rolü gibi konulara değinilmesi muhtemeldir.",Kavramsal,5
"""Baştan Sona Testleri"" neyi amaçlar?","""Baştan Sona Testleri"", belirtilen ünitelerde öğrenilen bilgilerin tekrarını ve pekiştirilmesini amaçlar.",Yöntemsel,5
"""Yeni Nesil Sorular""ın amacı nedir?","""Yeni Nesil Sorular""ın amacı, öğrencilerin farklı düşünme becerilerini ve problem çözme yeteneklerini geliştirmektir.",Kavramsal,5
"5. Ünitede yer alan ""Kaynaklarımız Kazanca Dönüşüyor"" bölümü neyi ifade etmektedir?","""Kaynaklarımız Kazanca Dönüşüyor"" bölümü, doğal kaynakların ekonomik değere dönüştürülme süreçlerini ifade etmektedir.",Kavramsal,5
"""Nitelikli İnsan, Güçlü Türkiye"" başlığı altında hangi konular işlenir?","""Nitelikli İnsan, Güçlü Türkiye"" başlığı altında eğitim, beceri geliştirme ve insan kaynaklarının önemi gibi konular işlenir.",Kavramsal,5
"""Vergilerimizle Aydınlık Yarınlara"" bölümünün amacı nedir?","""Vergilerimizle Aydınlık Yarınlara"" bölümünün amacı, vergilerin toplum için önemini ve kamu hizmetlerinin finansmanındaki rolünü vurgulamaktır.",Kavramsal,5
"""Mesleğimi Seçiyorum"" bölümünde öğrencilere ne tür bilgiler sunulur?","""Mesleğimi Seçiyorum"" bölümünde öğrencilere farklı meslekler hakkında bilgiler, meslek seçimiyle ilgili rehberlik ve kariyer planlama ipuçları sunulur.",Olgusal,5
6. Ünitenin başlığı nedir?,6. Ünitenin başlığı Etkin Vatandaşlıktır.,Olgusal,6
7. Ünitede hangi konular ele alınmaktadır?,"7. Ünitede Komşularımız ve Kardeşlerimiz, Ticari İlişkilerimiz, Lider Türkiye ve Kültürümüze Sahip Çıkalım konuları ele alınmaktadır.",Listeleme,6
Ünite geliştirme testleri hangi sayfada bulunmaktadır?,"6. Ünite geliştirme testi 273. sayfada, 7. ünite geliştirme testi ise 313. sayfada bulunmaktadır.",Olgusal,6
Bu kitabın sonunda hangi ek materyaller bulunmaktadır?,"Bu kitabın sonunda Kavramlar Sözlüğü, Kronoloji ve Cevap Anahtarı bulunmaktadır.",Listeleme,6
Baştan Sona Testleri neyi kapsamaktadır?,"Baştan Sona Testleri, 6. üniteye kadar olan konuların tekrarını ve 7. üniteye kadar olan konuların tekrarını kapsamaktadır.",Kavramsal,6
Kitapta 'Üç Kuvvet' başlığı altında ne anlatılıyor olabilir?,"'Üç Kuvvet' başlığı altında muhtemelen kuvvetler ayrılığı ilkesi ve devletin temel erkleri olan yasama, yürütme ve yargı konuları anlatılıyor olabilir.",Varsayımsal,6
Neden 'Etkin Vatandaşlık' ünitesi önemlidir?,"'Etkin Vatandaşlık' ünitesi, bireylerin toplumdaki rollerini ve sorumluluklarını anlamaları, haklarını bilmeleri ve demokratik süreçlere katılımlarını sağlamaları açısından önemlidir.",Kavramsal,6
'Lider Türkiye' başlığı altında hangi konular işleniyor olabilir?,"'Lider Türkiye' başlığı altında Türkiye'nin bölgesel ve küresel politikaları, ekonomik gücü ve uluslararası ilişkileri gibi konular işleniyor olabilir.",Varsayımsal,6
Bu kitabın amacı nedir?,"Bu kitabın amacı, öğrencilere Etkin Vatandaşlık ve Küresel Bağlantılar gibi önemli sosyal bilimler konularını öğretmek ve pekiştirmektir. Ayrıca testler ile öğrenilen bilgilerin ölçülmesi hedeflenmektedir.",Kavramsal,6
Kitaptaki 'Yeni Nesil Sorular' ne tür becerileri ölçmeyi amaçlar?,"Kitaptaki 'Yeni Nesil Sorular', öğrencilerin analitik düşünme, problem çözme ve bilgiyi uygulama becerilerini ölçmeyi amaçlar.",Analitik,6
Bu metnin ana konusu nedir?,Metnin ana konusu 'Birey ve Toplum'dur ve sınıf ortamında bu konunun işlenmesidir.,Olgusal,7
Metnin yer aldığı yayın organı nedir?,"Metin, PRF Yayınları'na aittir.",Olgusal,7
Bu metin hangi dersin veya konunun bir parçası olabilir?,"Bu metin, 'Sınıf' başlığı altında 'Birey ve Toplum' ünitesine ait bir parçadır, muhtemelen bir ders kitabından alınmıştır.",Bağlamsal,7
Ünite 1 neyi temsil ediyor olabilir?,"'Ünite 1', 'Birey ve Toplum' konusunun ders kitabındaki ilk ünite olduğunu gösteriyor olabilir.",Yorumlayıcı,7
'Birey ve Toplum' konusunun eğitimdeki önemi nedir?,"'Birey ve Toplum' konusu, öğrencilerin hem kendilerini hem de içinde yaşadıkları toplumu anlamalarına yardımcı olarak sosyal farkındalıklarını artırır ve daha bilinçli bireyler olmalarını sağlar.",Kavramsal,7
Bu metin neden 'SINIF' başlığı altında sunulmuştur?,"Bu metin, muhtemelen sınıf ortamında işlenmek üzere tasarlandığı için 'SINIF' başlığı altında sunulmuştur.",Nedensel,7
PRF Yayınları'nın bu konudaki yaklaşımı nasıl olabilir?,"PRF Yayınları, 'Birey ve Toplum' konusunu öğrencilere anlaşılır ve ilgi çekici bir şekilde sunmayı hedefleyebilir, böylece öğrencilerin konuya aktif katılımını teşvik eder.",Varsayımsal,7
'Birey ve Toplum' konusunun işlenmesiyle hangi sonuçlar hedeflenir?,"'Birey ve Toplum' konusunun işlenmesiyle öğrencilerin sosyal sorumluluk bilinci kazanması, farklılıklara saygı duyması ve toplum içinde aktif rol alabilmesi gibi sonuçlar hedeflenir.",Yansıtıcı,7
"Bu metin, 'Birey ve Toplum' konusunun hangi temel unsurlarını içerebilir?","Bu metin, 'Birey ve Toplum' konusunun temel unsurları olarak bireyin hak ve sorumlulukları, toplumsal değerler, kültür, sosyal etkileşimler ve toplumsal sorunlar gibi konuları içerebilir.",Listeleme,7
Bu metinden çıkarılacak ana ders nedir?,"Bu metinden çıkarılacak ana ders, 'Birey ve Toplum' konusunun sınıf ortamında etkili bir şekilde öğretilmesiyle öğrencilerin daha bilinçli, duyarlı ve topluma katkı sağlayan bireyler olarak yetişmelerine katkıda bulunulabileceğidir.",Özetleme,7
Doğuştan sahip olduğumuz roller nelerdir?,"Doğuştan sahip olduğumuz roller, dünyaya geldiğimiz andan itibaren sahip olduğumuz rollerdir. Metinde verilen örneklerden biri evlat olmaktır.",Olgusal,8
Rol kavramı ne anlama gelir?,"Rol, bir bireyin içinde bulunduğu duruma göre sergilediği davranışlar bütünü olarak tanımlanır.",Kavramsal,8
Bir grupta yer alan bireylerin rollerinin gereğini yerine getirme zorunluluğuna ne ad verilir?,Bir grupta yer alan bireylerin rollerinin gereğini yerine getirme zorunluluğuna görev denir.,Olgusal,8
Aile içindeki rollerimizi yerine getirirken hangi duygularla hareket etmeliyiz?,"Aile içindeki rollerimizi yerine getirirken sevgi, saygı, dayanışma ve yardımlaşma duygularıyla hareket etmeliyiz.",Yöntemsel,8
Yaşımız ilerledikçe rollerimiz ve sorumluluklarımızda ne gibi değişiklikler olur?,Yaşımız ilerledikçe bazı rollerimiz ve sorumluluklarımız değişir.,Olgusal,8
Grupların devamlılığı için ne gereklidir?,Grupların devamlılığı için herkesin rollerini yerine getirmesi gereklidir.,Nedensel,8
Bireyler rollerinin gereklerini yerine getirmediklerinde ne tür sonuçlar ortaya çıkar?,Bireyler rollerinin gereklerini yerine getirmediklerinde huzursuzluk ve karmaşa yaşanır.,Yansıtıcı,8
Ailenin önemi nedir?,"Aile, sevinçlerimizin ve üzüntülerimizin paylaşıldığı ilk yerdir ve hayatımız boyunca yer alacağımız gruplar içinde en önemlisidir.",Kavramsal,8
İnsanlar neden gruplar oluşturur?,İnsanlar temel ihtiyaçlarını gidermek ve karşılaştıkları problemleri çözmek için birbirlerine ihtiyaç duyarlar. Bu gereksinimleri gidermek için ortak amaçlar etrafında toplanarak gruplar oluştururlar.,Nedensel,8
Metinde geçen 'sosyal bir varlık' ifadesi ne anlama gelir?,"Metinde geçen 'sosyal bir varlık' ifadesi, insanın temel ihtiyaçlarını gidermek ve sorunlarını çözmek için diğer insanlara ihtiyaç duyan bir canlı olduğunu ifade eder.",Kavramsal,8
Rol nedir?,"Rol, görevlerimiz ya da toplumun bizden beklediği davranışlar olarak ifade edebileceğimiz, çok çeşitli olabilen ve gün içerisinde dahi yaşayabileceğimiz durumlardır.",Olgusal,9
Mesleki roller ile sosyal roller arasındaki temel fark nedir?,"Mesleki rollere ilişkin beklentiler yazılıdır, sosyal rollere ilişkin beklentiler ise yazılı değildir.",Analitik,9
Toplumsal hayatta rollerimizi yerine getirmediğimizde ne gibi sorunlar ortaya çıkar?,Rollerimizi yerine getirmediğimizde toplumsal hayatta sorunlar ortaya çıkar.,Nedensel,9
Gün içerisinde hangi rolleri üstlenebiliriz?,"Gün içerisinde okulda öğrenci, evde ailemizin çocuğu, sosyal kulüpte üye, futbol takımında kaleci gibi farklı rolleri üstlenebiliriz.",Örnekleme,9
Rollerimizin çeşitliliği neden önemlidir?,Rollerimizin çeşitliliği önemlidir çünkü farklı gruplar içerisinde farklı görevler almamızı ve toplumsal hayata uyum sağlamamızı kolaylaştırır.,Kavramsal,9
Bir öğrencinin okulda üstlendiği rolü tanımlayın.,"Bir öğrencinin okulda üstlendiği rol, öğrenmek, derslere katılmak, ödevleri yapmak ve okul kurallarına uymaktır.",Olgusal,9
Sosyal bir kulüpte üye olmanın rolümüzü nasıl etkileyebilir?,"Sosyal bir kulüpte üye olmak, sosyal becerilerimizi geliştirmemize, yeni insanlarla tanışmamıza ve belirli bir amaç doğrultusunda birlikte çalışmamıza olanak tanır.",Yansıtıcı,9
Eğer bir futbol takımında kaleci rolünü üstlenmezsek ne olur?,"Eğer bir futbol takımında kaleci rolünü üstlenmezsek, takımın gol yeme olasılığı artar ve takımın başarısı tehlikeye girebilir.",Varsayımsal,9
Bireylerin toplumsal yaşamda ilişki geliştirme sırası genellikle nasıl ilerler?,"Toplumsal yaşamda bireylerin ilişki geliştirme sırası genellikle aile, akraba ve arkadaş çevresi şeklinde ilerler.",Yöntemsel,9
Hangi rolü seçme imkanımız yoktur?,Abilik rolünü seçme imkanımız yoktur.,Olgusal,9
Ebru sanatı Anadolu'ya hangi yolla gelmiştir?,"Ebru sanatı, İpek Yolu üzerinden Anadolu'ya gelmiştir.",Olgusal,10
Metinde ebru sanatının hangi yönleri vurgulanmaktadır?,"Metinde ebru sanatının renkli bir sanat dalı olduğu, birlik ve beraberliğe katkı sağladığı ve Türk kültüründe önemli bir yere sahip olduğu vurgulanmaktadır.",Özetleme,10
Türk kültüründe cenaze ve düğünlerdeki yardımlaşma neden önemlidir?,"Türk kültüründe cenaze ve düğünlerdeki yardımlaşma, toplumsal dayanışmanın ve birlikteliğin önemini gösterir. İnsanlar acı ve tatlı günlerinde birbirlerine destek olarak toplumsal bağları güçlendirirler.",Kavramsal,10
Bayramlarda ön plana çıkan unsurlar nelerdir?,"Bayramlarda toplumsal birliktelik, inanç, gelenek ve görenekler gibi unsurlar ön plana çıkar. Metinde bayram namazı, bayramlaşma ve mezarlık ziyareti gibi unsurlar belirtilmiştir.",Listeleme,10
Bir toplumun kültürünü oluşturan unsurlar nelerdir?,"Bir toplumun kültürünü oluşturan unsurlar arasında estetik anlayışı, halk oyunları, dil, sanat, gelenek-görenekler ve alışkanlıklar yer alır.",Listeleme,10
"Toplumsal birlikteliğin oluşmasında dil, din ve tarihin rolü nedir?","Dil, din ve tarih gibi unsurlar, insanları bir araya getiren ve sosyal, kültürel ve tarihi bağları güçlendiren birleştirici faktörlerdir. Bu unsurlar, toplumun ortak değerlerini ve kimliğini oluşturarak birlikteliği sağlarlar.",Kavramsal,10
Güçlü bir toplum olmak için nelere dikkat etmek gerekir?,"Güçlü bir toplum olmak için milli birlik ve beraberliğe önem vermek, inancımızın ve kültürümüzün temel unsurları olan insan sevgisi, yardımlaşma ve adaleti yaşatmak, milletimize ve bayrağımıza bağlı olmak gerekmektedir.",Yöntemsel,10
"Metne göre, bir bireyin sosyal gelişiminde en az önemli olan faktör hangisidir?","Metinde bireyin sosyal gelişiminde dil, din ve tarih gibi unsurların önemi vurgulanırken, teknoloji diğerleri kadar önemli değildir.",Analitik,10
Kültürün kuşaktan kuşağa aktarılmasının önemi nedir?,"Kültürün kuşaktan kuşağa aktarılması, toplumun kimliğinin korunmasını, ortak değerlerin yaşatılmasını ve gelecek nesillere aktarılmasını sağlar. Bu sayede toplumun birlik ve beraberliği sürdürülür.",Kavramsal,10
"Eğer ebru sanatı unutulursa, Türk kültürü açısından ne gibi kayıplar yaşanır?","Ebru sanatı unutulursa, Türk kültürünün önemli bir parçası kaybolur, geleneksel bir sanat yok olur ve toplumsal birlikteliğe katkı sağlayan bir unsur eksilir.",Varsayımsal,10
Toplumsal birlikteliğin en önemli unsurlarından biri nedir?,Toplumsal birlikteliğin en önemli unsurlarından biri tarihi bağlardır.,Olgusal,11
Kurtuluş Savaşı'nın toplumsal birliktelik açısından önemi nedir?,"Kurtuluş Savaşı, milletin büyük bir mücadele örneği gösterdiği ve birbirine bağlandığı bir dönem olduğu için birlikteliği pekiştirmiştir.",Kavramsal,11
Milli bayramlardaki hangi davranışlar milletin bir araya gelişinin göstergeleridir?,"Milli bayramlarda pencerelerden sarkan Türk bayrakları, asker uğurlama eğlenceleri ve Kurtuluş Savaşı hikayeleri milletin bir araya gelişinin göstergeleridir.",Listeleme,11
"Din, fert ve toplum için neden önemlidir?","Din, insanın düşünce ve davranışlarını yönlendiren bir disiplin olduğu için hem fert hem de toplum için önemlidir.",Nedensel,11
Dindeki Allah inancı insanları nasıl etkiler?,"Dindeki Allah inancı, insanın ölçülü olmasını ve hiç kimseye haksızlık yapmamasını sağlar.",Yansıtıcı,11
Metne göre milli kültürü oluşturan unsurlar nelerdir?,"Metne göre din, dil ve tarih milli kültürü oluşturan unsurlardandır.",Olgusal,11
Bayramlarda büyüklerin elini öpme geleneği hangi bayrama örnek olabilir?,Bayramlarda büyüklerin elini öpme geleneği Ramazan Bayramı'na örnek olabilir.,Analitik,11
"UNESCO'nun Mevlana Celaleddin-i Rumi ve Hacı Bektaş-ı Veli için ilan ettiği yıllar, bu kişilerin hangi niteliğini gösterir?","UNESCO'nun bu ilanları, söz konusu kişilerin kültürde önemli bir yere sahip olduğunu, evrensel değerlere katkıda bulunduğunu gösterir.",Çıkarımsal,11
Toplumsal birlikteliğin güçlenmesine katkı sağlayan şahsiyetler arasında kim yer almaz?,"Ali Bin Abbas, toplumsal birlikteliğin güçlenmesine katkı sağlayan şahsiyetler arasında yer almaz.",Olgusal,11
Milli kültürün milli kimliği oluşturması ne anlama gelir?,"Milli kültürün milli kimliği oluşturması, bir toplumun kendine özgü değerleri, inançları ve gelenekleri aracılığıyla kimlik kazanması anlamına gelir.",Kavramsal,11
Bu metnin genel konusu nedir?,Metnin genel konusu 'Kültür ve Miras'tır.,Olgusal,12
Metnin amacı nedir?,"Metnin amacı, 'Sınıf' başlığı altında 'Kültür ve Miras' konusunu işlemektir.",Kavramsal,12
Bu metin hangi yayınevine aittir?,Bu metin PRF YAYINLARI'na aittir.,Olgusal,12
Bu metin hangi sınıf seviyesi için hazırlanmıştır?,Bu metin 'SINIF 6' ibaresiyle belirtildiği üzere 6. sınıf seviyesi için hazırlanmıştır.,Olgusal,12
'ÜNİTE 2' ifadesi neyi ifade etmektedir?,"'ÜNİTE 2' ifadesi, 'Kültür ve Miras' konusunun ilgili ders kitabında veya müfredatta ikinci ünite olduğunu göstermektedir.",Bağlamsal,12
Kültür ve miras kavramlarının önemi nedir?,"Kültür ve miras kavramları, bir toplumun kimliğini, değerlerini ve geçmişini anlamak ve gelecek nesillere aktarmak için önemlidir.",Kavramsal,12
Bu metnin içeriği ne gibi konuları kapsayabilir?,"Bu metnin içeriği, tarihi eserler, gelenekler, görenekler, sanat eserleri, dil ve edebiyat gibi kültürel ve miras unsurlarını kapsayabilir.",Spekülatif,12
Kültür ve mirasın korunması neden önemlidir?,"Kültür ve mirasın korunması, toplumların kimliklerini korumaları, geçmişten ders çıkarmaları ve gelecek nesillere aktaracakları zenginlikleri muhafaza etmeleri için önemlidir.",Nedensel,12
Kültür ve mirası korumak için neler yapılabilir?,"Kültür ve mirası korumak için tarihi eserlerin restore edilmesi, geleneklerin yaşatılması, kültürel etkinliklerin düzenlenmesi ve farkındalık oluşturulması gibi çeşitli yöntemler kullanılabilir.",Yöntemsel,12
Bu metnin hedef kitlesi kimlerdir?,Bu metnin hedef kitlesi 6. sınıf öğrencileri ve ilgili öğretmenlerdir.,Analitik,12
Ziya Gökalp'e göre Türk kelimesinin kökeni nedir ve ne anlama gelir?,"Ziya Gökalp'e göre Türk sözcüğü, töre kelimesinden gelir ve ""Türeli=Nizamlı, geleneklerine bağlı"" anlamına gelir.",Olgusal,13
Wambery'e göre Türk kelimesi ne anlama gelmektedir?,"Danimarkalı bilgin Wambery'e göre Türk kelimesi Türemekten (Türük) gelir ve türemiş, çoğalmış anlamına gelir.",Olgusal,13
Kaşgarlı Mahmut'un Divan-ı Lügatit Türk eserinde Türk kelimesi nasıl tanımlanır?,"Kaşgarlı Mahmut'un Divan-ı Lügatit Türk adlı eserinde Türk kelimesi ""olgunluk çağı"" olarak tanımlanır.",Olgusal,13
Türk kelimesi genel olarak hangi anlamda kabul edilir?,"Genel olarak Türk kelimesi güçlü, kuvvetli manasında kabul edilir.",Olgusal,13
Metinde verilen bilgilere göre Orta Asya'nın coğrafi şartları nasıldır ve bu şartlar Türkleri nasıl etkilemiştir?,"Orta Asya, ortalama yükseltisi 1200 ile 1400 metre arasında değişen bir yayladır, dağların yükseltisi 4000 metrenin üzerindedir. Bölge az yağış alır, kışın şiddetli soğuklar yaşanır. Bu zorlu şartlar, Türklerin güçlü ve dayanıklı olmasını sağlamıştır.",Bağlamsal,13
