question,answer,question_type,page
Ham madde nedir?,"Ham madde, işlenmemiş veya yarı işlenmiş ürünlere denir.",Olgusal,13
Bir yerde yatırım yapılabilmesi için hammaddenin önemi nedir?,"Bir yerde yatırım yapılabilmesi için o yerdeki hammaddenin özelliklerine uygun yatırımlar yapılabilir. Örneğin, buğdaydan un, sütten peynir, linyit madeninden elektrik, şeker pancarından şeker üretilebilmesi hammaddelerin varlığına bağlıdır.",Kavramsal,13
Sermaye bir yatırım için neden önemlidir?,"Sermaye, yatırım faaliyetinin yapılması, ham maddelerin sağlanması, işlenebilmesi ve dağıtım aşamaları amacıyla kurulacak tesisler ile iş gücü giderlerinin karşılanması için gerekli olan paradır.",Kavramsal,13
Ulaşım imkanlarının gelişmiş olması yatırımlar için neden gereklidir?,"Ulaşım imkânlarının gelişmiş ve hızlı olması, ham maddeye ulaşmayı ve üretilen ürünlerin tüketicilere ulaşmasını kolaylaştıracağından yatırımlar için gereklidir.",Nedensel,13
Nitelikli iş gücü bir yatırım için neden önemlidir?,"Nitelikli iş gücü, üretimde ihtiyaç olan ve en fazla verimi elde edecek olan insan gücünü sağlar.",Kavramsal,13
Teknoloji ve makineler yatırımda ne işe yarar?,"Teknoloji ve makineler, üretim için gerekli araç gereçler ve makinelerdir. Örneğin, petrolü yer altından çıkarmak için gerekli tesisi kurabilecek teknoloji, orman ürünlerini işleyerek mobilya üretecek makineler, şeker pancarını işleyerek şekeri üretecek teknoloji ve makinelerdir.",Olgusal,13
Pazarın bir yatırım için önemi nedir?,"Pazar, yatırımı yapılan ve üretilen ürünlerin veya hizmetin belli bir yerdeki insanların ihtiyacı ve talebi olduğu yerlerdir. Ürünlerin ve hizmetin bu alanlara pazarlanması ve satılması gerekmektedir.",Kavramsal,13
Ekonomik kaynak nedir?,"Topraklar, sular ve madenler gibi doğal varlıklar ekonomik kaynak olarak adlandırılır.",Olgusal,14
1927'deki nüfusun ekonomik faaliyet kollarına dağılımı nasıldı?,"1927'de nüfusun %89,6'sı tarım, %4,8'i sanayi ve %5,6'sı hizmet sektöründe çalışıyordu.",Olgusal,14
2018'deki nüfusun ekonomik faaliyet kollarına dağılımı nasıldı?,"2018'de nüfusun %25,2'si tarım, %26,2'si sanayi ve %48,6'sı hizmet sektöründe çalışıyordu.",Olgusal,14
"1927-2018 yılları arasındaki ekonomik faaliyetlerdeki değişim, Türkiye'nin gelişmişlik düzeyini nasıl etkilemiştir?","Tarımın payının azalması, sanayi ve hizmet sektörlerinin payının artması, ülkenin ekonomik olarak geliştiğini göstermektedir.",Analitik,14
"Yusuf'un anlattığına göre, yaşadığı yerin ekonomik faaliyetlerindeki çeşitliliğin nedenleri nelerdir?","Yağışın bol ve her mevsime yayılması, fındık ve çay yetiştiriciliğine olanak sağlaması, gür ormanların bulunması, taş kömürü madeninin çıkarılması ve doğal güzelliklere sahip olmasıdır.",Nedensel,14
Yusuf'un anlatımında hangi ekonomik kaynaklara değinilmemiştir?,"Yusuf, toprak kaynakları, su kaynakları, turizm kaynakları ve maden kaynaklarına değinmiştir. Soruda değinilmeyeni sorulduğu için cevap su kaynaklarıdır.",Çözümleme,14
"Eğitim, sağlık ve güvenlik ekonomik kaynak mıdır?","Hayır, eğitim, sağlık ve güvenlik hizmet sektörüne girer ve temel ihtiyaçlardır, doğrudan ekonomik kaynak olarak sınıflandırılmaz.",Olgusal,14
Tarım ve hayvancılık kaynakları sanayinin gelişmesi için neden gereklidir?,"Tarım ve hayvancılık, sanayi için ham madde sağlar. Örneğin, tekstil sanayisi için pamuk, gıda sanayisi için çeşitli tarım ürünleri gereklidir.",Nedensel,14
Ülkenin kaynaklarının çeşitli ve fazla miktarda olması tüketimi nasıl etkiler?,"Ülkenin kaynaklarının çeşitli ve fazla olması, daha fazla ürün üretilmesine ve dolayısıyla tüketimin artmasına olanak sağlar.",Nedensel,14
Ekonomik kaynaklara örnekler nelerdir?,"Topraklar, sular, madenler, ormanlar ve diğer doğal kaynaklar ekonomik kaynaklara örnektir.",Listeleme,14
Ham madde nedir?,"Ülkemizin gıda, giyim ve mobilya sanayisi gibi çeşitli sanayiler için gerekli olan işlenmemiş ürünlere ham madde denir.",Olgusal,14
Sanayi nedir?,Ekonomik kaynaklar sayesinde elde edilen ürünlerin işlenmesi ve yeni ürünler üretilmesi sürecine sanayi denir.,Olgusal,14
"Üretim, dağıtım ve tüketim arasındaki ilişkiyi açıklayın.","Üretim, kaynakların kullanılarak mal ve hizmet yaratılmasıdır. Dağıtım, bu mal ve hizmetlerin tüketicilere ulaştırılmasıdır. Tüketim ise, mal ve hizmetlerin kullanılmasıdır. Bu üçü bir döngü oluşturur.",Kavramsal,14
Yaşadığınız yerdeki ekonomik faaliyetler nelerdir?,"Bu sorunun cevabı, öğrencinin yaşadığı yere göre değişir. Örneğin, İstanbul'da hizmet sektörü ve ticaret gelişmişken, Rize'de çay tarımı önemlidir.",Bağlamsal,14
Türkiye ekonomisi için en önemli üç sektör hangileridir?,"Hizmet, sanayi ve tarım sektörleri Türkiye ekonomisi için önemlidir. Hizmet sektörü son yıllarda en büyük paya sahipken, sanayi ve tarım da önemli katkılar sağlamaktadır.",Analitik,14
Günlük hayatta kullandığımız kaynakların yanlış ve bilinçsizce tüketilmesinin olumsuz sonuçları nelerdir?,"Kaynakların yanlış ve bilinçsizce tüketilmesi, kıtlığa, çevresel sorunlara, ekonomik dengesizliklere ve gelecek nesillerin ihtiyaçlarının karşılanamamasına yol açabilir.",Olgusal,15
Enerji kaynaklarımızın özellikleri ve bunları kullanırken dikkat etmemiz gerekenler nelerdir?,"Enerji kaynakları farklı özelliklere sahiptir. Bazıları yenilenebilir (güneş, rüzgar, su) iken bazıları tükenir (petrol, kömür, doğal gaz). Kullanırken, yenilenebilir kaynakları tercih etmeli, enerjiyi verimli kullanmalı ve çevresel etkileri en aza indirmeliyiz.",Olgusal,15
"Aşağıdakilerden hangisi yenilenebilir enerji kaynağıdır: Hidroelektrik, LPG, Linyit, Doğal gaz?","Hidroelektrik, yenilenebilir enerji kaynağıdır.",Olgusal,15
İnsanların ihtiyacı olan yeryüzündeki tüm doğal kaynaklar tükenmez ve bitmez midir?,"Hayır, insanların ihtiyacı olan yeryüzündeki tüm doğal kaynaklar tükenmez ve bitmez değildir. Aksine, bilinçsiz tüketim sonucu birçok kaynak tükenme tehlikesiyle karşı karşıyadır.",Olgusal,15
"Güneş, rüzgâr ve akarsulardan elde edilen enerji zamanla tükenir mi?","Hayır, güneş, rüzgâr ve akarsulardan elde edilen enerji zamanla tükenmez. Bunlar yenilenebilir enerji kaynaklarıdır.",Olgusal,15
Yenilenebilir enerji kaynakları çevreye ve doğaya zararlı mıdır?,"Hayır, yenilenebilir enerji kaynakları çevreye ve doğaya zararlı değildir. Aksine, fosil yakıtlara göre çok daha az çevresel etkiye sahiptirler.",Olgusal,15
"Linyit, petrol, doğal gaz gibi enerji kaynaklarına ne ad verilir?","Linyit, petrol, doğal gaz gibi enerji kaynaklarına tükenebilir enerji kaynakları denir.",Olgusal,15
"Isınma, elektrik elde etme ve araçları hareket ettirme amacıyla kullandığımız ürünlere ne ad verilir?","Isınma, elektrik elde etme ve araçları hareket ettirme amacıyla kullandığımız ürünlere enerji kaynakları denir.",Olgusal,15
"Çevreye zarar vermeyen, kaynağı güneş, su ve rüzgâr olan, kullanımının tercih edilmesi gereken enerjiye ne ad verilir?","Çevreye zarar vermeyen, kaynağı güneş, su ve rüzgâr olan, kullanımının tercih edilmesi gereken enerjiye tükenmeyen enerji veya yenilenebilir enerji denir.",Olgusal,15
Neden yenilenebilir enerji kaynaklarını kullanmalıyız?,"Yenilenebilir enerji kaynakları, çevreye daha az zarar verir, sınırsızdır ve sürdürülebilir bir enerji geleceği için önemlidir.",Nedensel,15
Tükenebilir enerji kaynaklarının kullanımının çevresel etkileri nelerdir?,"Tükenebilir enerji kaynaklarının kullanımı, hava kirliliğine, sera gazı emisyonlarına, iklim değişikliğine ve doğal kaynakların tahribatına yol açabilir.",Yansıtıcı,15
Enerji tasarrufu yapmak neden önemlidir?,"Enerji tasarrufu yapmak, doğal kaynakları korumak, enerji maliyetlerini düşürmek ve çevreyi korumak için önemlidir.",Kavramsal,15
Yenilenebilir enerji kaynaklarının yaygınlaşması için neler yapılabilir?,"Yenilenebilir enerji kaynaklarının yaygınlaşması için devlet teşvikleri artırılabilir, teknolojik gelişmeler desteklenebilir, bilinçlendirme çalışmaları yapılabilir ve altyapı yatırımları yapılabilir.",Yöntemsel,15
Hidroelektrik enerjinin avantajları ve dezavantajları nelerdir?,"Hidroelektrik enerjinin avantajları, temiz ve yenilenebilir bir kaynak olmasıdır. Dezavantajları ise barajların inşasının çevresel etkileri ve su kaynaklarının kullanımında değişikliklere yol açabilmesidir.",Analitik,15
Fosil yakıtların kullanımını azaltmak için bireysel olarak neler yapabiliriz?,"Fosil yakıtların kullanımını azaltmak için toplu taşıma veya bisikleti tercih edebilir, enerji tasarruflu cihazlar kullanabilir, yalıtımı iyileştirebilir ve yenilenebilir enerji kaynaklarına yatırım yapabiliriz.",Yöntemsel,15
